create table compositetest (id int, name char(10), value float, category char(5));
insert into compositetest values (46592, 'lFrwD', 207.15, 'cat2');
insert into compositetest values (46593, 'cFSiy', 860.03, 'cat3');
insert into compositetest values (46594, 'IWXBw', 185.89, 'cat4');
insert into compositetest values (46595, 'JuLqG', 81.29, 'cat5');
insert into compositetest values (46596, 'mCmOQ', 51.79, 'cat6');
insert into compositetest values (46597, 'XCqCZ', 307.48, 'cat7');
insert into compositetest values (46598, 'PcBzS', 183.77, 'cat8');
insert into compositetest values (46599, 'hUQQN', 351.3, 'cat9');
insert into compositetest values (46600, 'HRNSQ', 775.64, 'cat0');
insert into compositetest values (46601, 'yalCr', 172.58, 'cat1');
insert into compositetest values (46602, 'NrnGN', 71.42, 'cat2');
insert into compositetest values (46603, 'fjiGl', 562.72, 'cat3');
insert into compositetest values (46604, 'MhEGD', 454.21, 'cat4');
insert into compositetest values (46605, 'EbnkG', 482.25, 'cat5');
insert into compositetest values (46606, 'giakq', 496.6, 'cat6');
insert into compositetest values (46607, 'TFdyd', 95.22, 'cat7');
insert into compositetest values (46608, 'njPNu', 171.55, 'cat8');
insert into compositetest values (46609, 'VtxUj', 112.26, 'cat9');
insert into compositetest values (46610, 'aCEZd', 316.99, 'cat0');
insert into compositetest values (46611, 'ZnGDb', 444.92, 'cat1');
insert into compositetest values (46612, 'vtYUS', 416.9, 'cat2');
insert into compositetest values (46613, 'gPpRF', 604.74, 'cat3');
insert into compositetest values (46614, 'CqVet', 127.95, 'cat4');
insert into compositetest values (46615, 'ZfWFk', 210.95, 'cat5');
insert into compositetest values (46616, 'nGVUo', 143.43, 'cat6');
insert into compositetest values (46617, 'Hobcl', 604.68, 'cat7');
insert into compositetest values (46618, 'DeZVZ', 620.5, 'cat8');
insert into compositetest values (46619, 'BGbOK', 111.88, 'cat9');
insert into compositetest values (46620, 'BMwno', 671.43, 'cat0');
insert into compositetest values (46621, 'lEixz', 601.78, 'cat1');
insert into compositetest values (46622, 'AWwmd', 186.23, 'cat2');
insert into compositetest values (46623, 'RdaJN', 628.72, 'cat3');
insert into compositetest values (46624, 'RXYnt', 470.63, 'cat4');
insert into compositetest values (46625, 'ipwaI', 217.13, 'cat5');
insert into compositetest values (46626, 'hjrxh', 811.78, 'cat6');
insert into compositetest values (46627, 'ROPMz', 400.39, 'cat7');
insert into compositetest values (46628, 'fWTLU', 677.6, 'cat8');
insert into compositetest values (46629, 'iqfIq', 13.03, 'cat9');
insert into compositetest values (46630, 'ASTKG', 301.92, 'cat0');
insert into compositetest values (46631, 'wBLxT', 823.73, 'cat1');
insert into compositetest values (46632, 'zDqCp', 7.3, 'cat2');
insert into compositetest values (46633, 'iBEdk', 719.01, 'cat3');
insert into compositetest values (46634, 'Uqqce', 194.88, 'cat4');
insert into compositetest values (46635, 'XivdU', 126.24, 'cat5');
insert into compositetest values (46636, 'zYHgW', 851.24, 'cat6');
insert into compositetest values (46637, 'RXHIs', 696.88, 'cat7');
insert into compositetest values (46638, 'DJFEr', 720.74, 'cat8');
insert into compositetest values (46639, 'gCSye', 706.37, 'cat9');
insert into compositetest values (46640, 'BnFOi', 758.17, 'cat0');
insert into compositetest values (46641, 'rBzhj', 410.39, 'cat1');
insert into compositetest values (46642, 'KGldh', 120.26, 'cat2');
insert into compositetest values (46643, 'sftAi', 878.85, 'cat3');
insert into compositetest values (46644, 'kRzlL', 760.55, 'cat4');
insert into compositetest values (46645, 'UsaEt', 496.22, 'cat5');
insert into compositetest values (46646, 'YqJCy', 501.15, 'cat6');
insert into compositetest values (46647, 'LBvav', 399.54, 'cat7');
insert into compositetest values (46648, 'UoBXQ', 712.51, 'cat8');
insert into compositetest values (46649, 'dyhpp', 993.49, 'cat9');
insert into compositetest values (46650, 'SdISe', 303.8, 'cat0');
insert into compositetest values (46651, 'jHZnf', 617.79, 'cat1');
insert into compositetest values (46652, 'LbsOX', 637.69, 'cat2');
insert into compositetest values (46653, 'etguQ', 109.38, 'cat3');
insert into compositetest values (46654, 'BFHVk', 113.81, 'cat4');
insert into compositetest values (46655, 'dmgWt', 913.49, 'cat5');
insert into compositetest values (46656, 'FlONY', 444.81, 'cat6');
insert into compositetest values (46657, 'VWFhV', 311.2, 'cat7');
insert into compositetest values (46658, 'xkiSl', 596.88, 'cat8');
insert into compositetest values (46659, 'dumls', 376.86, 'cat9');
insert into compositetest values (46660, 'vdsVA', 163.19, 'cat0');
insert into compositetest values (46661, 'dQlRf', 262.49, 'cat1');
insert into compositetest values (46662, 'oiPGp', 538.59, 'cat2');
insert into compositetest values (46663, 'FAreP', 382.28, 'cat3');
insert into compositetest values (46664, 'XsOfD', 612.06, 'cat4');
insert into compositetest values (46665, 'BZMsV', 425.32, 'cat5');
insert into compositetest values (46666, 'ZtIxY', 303.43, 'cat6');
insert into compositetest values (46667, 'YErHP', 8.44, 'cat7');
insert into compositetest values (46668, 'VrdEX', 158.49, 'cat8');
insert into compositetest values (46669, 'JNHSM', 428.59, 'cat9');
insert into compositetest values (46670, 'RGYli', 14.63, 'cat0');
insert into compositetest values (46671, 'wLQrK', 48.4, 'cat1');
insert into compositetest values (46672, 'XruWc', 500.92, 'cat2');
insert into compositetest values (46673, 'idRCP', 329.44, 'cat3');
insert into compositetest values (46674, 'IKWGm', 886.9, 'cat4');
insert into compositetest values (46675, 'xwtUE', 154.11, 'cat5');
insert into compositetest values (46676, 'ZuhtO', 674.05, 'cat6');
insert into compositetest values (46677, 'fCkiq', 480.02, 'cat7');
insert into compositetest values (46678, 'JeoVO', 704.81, 'cat8');
insert into compositetest values (46679, 'ovJLg', 230.05, 'cat9');
insert into compositetest values (46680, 'avnOu', 569.42, 'cat0');
insert into compositetest values (46681, 'lcvUt', 972.48, 'cat1');
insert into compositetest values (46682, 'CxavR', 117.39, 'cat2');
insert into compositetest values (46683, 'cwAPU', 152.43, 'cat3');
insert into compositetest values (46684, 'IcrIO', 531.37, 'cat4');
insert into compositetest values (46685, 'bEkaJ', 617.84, 'cat5');
insert into compositetest values (46686, 'XDfWN', 945.22, 'cat6');
insert into compositetest values (46687, 'ZOqrx', 419.97, 'cat7');
insert into compositetest values (46688, 'hscAV', 325.05, 'cat8');
insert into compositetest values (46689, 'LBnND', 399.31, 'cat9');
insert into compositetest values (46690, 'wOmUt', 979.99, 'cat0');
insert into compositetest values (46691, 'wYyYI', 240.09, 'cat1');
insert into compositetest values (46692, 'ihBNj', 655.36, 'cat2');
insert into compositetest values (46693, 'BLtXZ', 943.74, 'cat3');
insert into compositetest values (46694, 'xUZeF', 214.83, 'cat4');
insert into compositetest values (46695, 'XmtJL', 694.05, 'cat5');
insert into compositetest values (46696, 'BVYmQ', 642.22, 'cat6');
insert into compositetest values (46697, 'fsRpa', 888.97, 'cat7');
insert into compositetest values (46698, 'SgxOH', 570.74, 'cat8');
insert into compositetest values (46699, 'tiwtb', 430.46, 'cat9');
insert into compositetest values (46700, 'vMGnp', 633.13, 'cat0');
insert into compositetest values (46701, 'Nldqw', 985.79, 'cat1');
insert into compositetest values (46702, 'dRNfA', 520.55, 'cat2');
insert into compositetest values (46703, 'sYNQa', 791.07, 'cat3');
insert into compositetest values (46704, 'IZFcH', 250.08, 'cat4');
insert into compositetest values (46705, 'klBhs', 788.46, 'cat5');
insert into compositetest values (46706, 'wYFOQ', 425.63, 'cat6');
insert into compositetest values (46707, 'zweLr', 80.78, 'cat7');
insert into compositetest values (46708, 'inlht', 247.21, 'cat8');
insert into compositetest values (46709, 'kwPhw', 162.71, 'cat9');
insert into compositetest values (46710, 'nhvDr', 503.46, 'cat0');
insert into compositetest values (46711, 'Txzmy', 307.15, 'cat1');
insert into compositetest values (46712, 'YUlRa', 804.43, 'cat2');
insert into compositetest values (46713, 'twFNy', 840.56, 'cat3');
insert into compositetest values (46714, 'PdmYv', 282.58, 'cat4');
insert into compositetest values (46715, 'TZfMa', 423.88, 'cat5');
insert into compositetest values (46716, 'eEjwu', 341.9, 'cat6');
insert into compositetest values (46717, 'EeXFU', 813.19, 'cat7');
insert into compositetest values (46718, 'icjwY', 467.43, 'cat8');
insert into compositetest values (46719, 'AMQia', 493.67, 'cat9');
insert into compositetest values (46720, 'ijJRa', 306.91, 'cat0');
insert into compositetest values (46721, 'nmrUN', 109.65, 'cat1');
insert into compositetest values (46722, 'lkSZN', 595.98, 'cat2');
insert into compositetest values (46723, 'PCoaS', 546.24, 'cat3');
insert into compositetest values (46724, 'jsHmJ', 737.03, 'cat4');
insert into compositetest values (46725, 'pPuKD', 812.95, 'cat5');
insert into compositetest values (46726, 'NNOPE', 367.13, 'cat6');
insert into compositetest values (46727, 'mRMKU', 545.85, 'cat7');
insert into compositetest values (46728, 'daTCL', 569.21, 'cat8');
insert into compositetest values (46729, 'zqCFZ', 808.0, 'cat9');
insert into compositetest values (46730, 'bmCIn', 783.79, 'cat0');
insert into compositetest values (46731, 'HTZif', 803.24, 'cat1');
insert into compositetest values (46732, 'kIMuX', 156.58, 'cat2');
insert into compositetest values (46733, 'iZGqF', 213.02, 'cat3');
insert into compositetest values (46734, 'yAEqm', 601.93, 'cat4');
insert into compositetest values (46735, 'NpgKc', 135.85, 'cat5');
insert into compositetest values (46736, 'TxMji', 239.71, 'cat6');
insert into compositetest values (46737, 'KTyHl', 41.23, 'cat7');
insert into compositetest values (46738, 'mKlnT', 762.03, 'cat8');
insert into compositetest values (46739, 'oFAVM', 652.09, 'cat9');
insert into compositetest values (46740, 'foGTk', 871.43, 'cat0');
insert into compositetest values (46741, 'ygezW', 389.51, 'cat1');
insert into compositetest values (46742, 'VpZFK', 90.76, 'cat2');
insert into compositetest values (46743, 'xLEoO', 773.41, 'cat3');
insert into compositetest values (46744, 'CeWHV', 189.23, 'cat4');
insert into compositetest values (46745, 'nTnJc', 824.07, 'cat5');
insert into compositetest values (46746, 'hNwwk', 87.52, 'cat6');
insert into compositetest values (46747, 'puPLo', 511.4, 'cat7');
insert into compositetest values (46748, 'TfAof', 133.06, 'cat8');
insert into compositetest values (46749, 'yZwXq', 119.31, 'cat9');
insert into compositetest values (46750, 'RGVpE', 214.45, 'cat0');
insert into compositetest values (46751, 'JkBoa', 172.75, 'cat1');
insert into compositetest values (46752, 'bvxMi', 629.63, 'cat2');
insert into compositetest values (46753, 'SuwVn', 40.05, 'cat3');
insert into compositetest values (46754, 'QoOtG', 725.81, 'cat4');
insert into compositetest values (46755, 'xKniy', 29.93, 'cat5');
insert into compositetest values (46756, 'tTbgL', 725.04, 'cat6');
insert into compositetest values (46757, 'nAjOU', 224.36, 'cat7');
insert into compositetest values (46758, 'qaddY', 874.95, 'cat8');
insert into compositetest values (46759, 'TkAZs', 968.21, 'cat9');
insert into compositetest values (46760, 'pQbdf', 592.42, 'cat0');
insert into compositetest values (46761, 'IrXWC', 699.89, 'cat1');
insert into compositetest values (46762, 'SKYip', 187.93, 'cat2');
insert into compositetest values (46763, 'NTFad', 892.12, 'cat3');
insert into compositetest values (46764, 'cTFHr', 797.16, 'cat4');
insert into compositetest values (46765, 'UdXtV', 811.93, 'cat5');
insert into compositetest values (46766, 'ypSOD', 966.74, 'cat6');
insert into compositetest values (46767, 'hGFsb', 786.43, 'cat7');
insert into compositetest values (46768, 'jTKuq', 542.84, 'cat8');
insert into compositetest values (46769, 'ydrGT', 871.43, 'cat9');
insert into compositetest values (46770, 'MjBpv', 504.05, 'cat0');
insert into compositetest values (46771, 'zbDmY', 689.01, 'cat1');
insert into compositetest values (46772, 'AbgWI', 274.83, 'cat2');
insert into compositetest values (46773, 'AFyUH', 570.1, 'cat3');
insert into compositetest values (46774, 'ZRupg', 86.05, 'cat4');
insert into compositetest values (46775, 'xBYUT', 163.66, 'cat5');
insert into compositetest values (46776, 'amQgW', 743.14, 'cat6');
insert into compositetest values (46777, 'zpzKO', 639.53, 'cat7');
insert into compositetest values (46778, 'cmjKZ', 736.52, 'cat8');
insert into compositetest values (46779, 'rShuh', 855.88, 'cat9');
insert into compositetest values (46780, 'bkiRI', 586.2, 'cat0');
insert into compositetest values (46781, 'WCXfE', 841.6, 'cat1');
insert into compositetest values (46782, 'oDIbv', 890.51, 'cat2');
insert into compositetest values (46783, 'IKcGR', 973.96, 'cat3');
insert into compositetest values (46784, 'wwTUm', 183.74, 'cat4');
insert into compositetest values (46785, 'wobGI', 877.58, 'cat5');
insert into compositetest values (46786, 'PUUlZ', 283.19, 'cat6');
insert into compositetest values (46787, 'iJRku', 886.05, 'cat7');
insert into compositetest values (46788, 'BEAWC', 623.45, 'cat8');
insert into compositetest values (46789, 'TKAEP', 806.83, 'cat9');
insert into compositetest values (46790, 'MMhXb', 398.33, 'cat0');
insert into compositetest values (46791, 'nstUv', 504.45, 'cat1');
insert into compositetest values (46792, 'PjFtO', 252.44, 'cat2');
insert into compositetest values (46793, 'UQMlk', 232.13, 'cat3');
insert into compositetest values (46794, 'hoCGk', 292.45, 'cat4');
insert into compositetest values (46795, 'hhQvs', 129.21, 'cat5');
insert into compositetest values (46796, 'QweFn', 634.13, 'cat6');
insert into compositetest values (46797, 'OWpBE', 905.29, 'cat7');
insert into compositetest values (46798, 'NYDQk', 785.46, 'cat8');
insert into compositetest values (46799, 'PkZFC', 3.45, 'cat9');
insert into compositetest values (46800, 'JmPlm', 551.42, 'cat0');
insert into compositetest values (46801, 'jxgsP', 177.75, 'cat1');
insert into compositetest values (46802, 'VyixL', 284.26, 'cat2');
insert into compositetest values (46803, 'wlmHh', 378.69, 'cat3');
insert into compositetest values (46804, 'KMyDk', 868.43, 'cat4');
insert into compositetest values (46805, 'ABWCJ', 403.29, 'cat5');
insert into compositetest values (46806, 'kxWcS', 219.42, 'cat6');
insert into compositetest values (46807, 'UjBns', 948.58, 'cat7');
insert into compositetest values (46808, 'ZbrJI', 967.36, 'cat8');
insert into compositetest values (46809, 'gKwFk', 570.24, 'cat9');
insert into compositetest values (46810, 'vvdEx', 17.96, 'cat0');
insert into compositetest values (46811, 'Swiyt', 15.98, 'cat1');
insert into compositetest values (46812, 'xKEsv', 800.0, 'cat2');
insert into compositetest values (46813, 'ZJXid', 171.6, 'cat3');
insert into compositetest values (46814, 'ZpHxx', 37.86, 'cat4');
insert into compositetest values (46815, 'zvPZL', 290.14, 'cat5');
insert into compositetest values (46816, 'SHPrI', 427.05, 'cat6');
insert into compositetest values (46817, 'KrPyw', 593.46, 'cat7');
insert into compositetest values (46818, 'tsiVk', 887.91, 'cat8');
insert into compositetest values (46819, 'UBRfs', 966.16, 'cat9');
insert into compositetest values (46820, 'mjOHG', 701.18, 'cat0');
insert into compositetest values (46821, 'UKuCS', 933.59, 'cat1');
insert into compositetest values (46822, 'WBYxo', 652.81, 'cat2');
insert into compositetest values (46823, 'SxkBA', 319.6, 'cat3');
insert into compositetest values (46824, 'Awqca', 315.37, 'cat4');
insert into compositetest values (46825, 'QYsAd', 48.56, 'cat5');
insert into compositetest values (46826, 'crhZP', 739.57, 'cat6');
